PNU,X,Y,LONGITUDE,LATITUDE,ADDRESS,ADDRESS1,NO,LCLSF,CMPTNC_RGN_NM,POLSTN_NM,SE,TELNO,ADDR
4311332025107640047,127.3734428,36.66600068,127.37344293749203,36.66600063002636,충북 청주시 흥덕구 옥산면 청주역로 662 옥산파출소,충북 청주시 흥덕구 옥산면 가락리 764-47,1059,충북청,청주흥덕,옥산,파출소,043-270-3708,충청북도 청주시 흥덕구 옥산면 청주역로 662 옥산파출소
4311325028101410000,127.3267044,36.61079854,127.32670399414772,36.61079831,충북 청주시 흥덕구 오송읍 가로수로 197,충북 청주시 흥덕구 오송읍 오송리 141,1060,충북청,청주흥덕,오송,파출소,043-270-3707,충청북도 청주시 흥덕구 오송읍 가로수로 197
1121510100106840000,127.0801456,37.5688101,127.0801456234806,37.56881009904186,서울 광진구 동일로76가길 28(중곡동),서울 광진구 중곡동 684,106,서울청,서울광진,중곡3,파출소,02-2285-7850,서울특별시 광진구 동일로76가길 28
4311331031101560001,127.3628151,36.62385836,127.36281525130325,36.62385798120882,충북 청주시 흥덕구 강내면 가로수로 566 강내파출소,충북 청주시 흥덕구 강내면 탑연리 156-1,1061,충북청,청주흥덕,강내,파출소,043-270-3704,충청북도 청주시 흥덕구 강내면 가로수로 566 강내파출소
1121510100101650006,127.0827405,37.56376298,127.08274048860432,37.56376293154433,서울 광진구 능동로 385(중곡동),서울 광진구 중곡동 165-6,104,서울청,서울광진,중곡1,파출소,02-2285-7830,서울특별시 광진구 능동로 385
4311231022100630001,127.4336602,36.5594585,127.43365945763748,36.559457670629214,충북 청주시 서원구 남이면 청남로 1205 남이파출소,충북 청주시 서원구 남이면 외천리 63-1,1062,충북청,청주흥덕,남이,파출소,043-270-3709,충청북도 청주시 서원구 남이면 청남로 1205 남이파출소
4311232026104990002,127.4241439,36.48686288,127.42414368998305,36.486862811630374,충북 청주시 서원구 현도면 청남로 358 현도파출소,충북 청주시 서원구 현도면 선동리 499-2,1063,충북청,청주흥덕,현도,파출소,043-270-3710,충청북도 청주시 서원구 현도면 청남로 358 현도파출소
4311112400126630000,127.5148832,36.62256441,127.51488320315497,36.62256441162192,충북 청주시 상당구 용암북로160번길 7(용암동) 용암지구대,충북 청주시 상당구 용암동 2663,1064,충북청,청주상당,용암,지구대,043-280-1701,충청북도 청주시 상당구  용암북로160번길 7 용암지구대
4311210600112540000,127.489433,36.60876361,127.48943298731419,36.60876330653806,충북 청주시 서원구 분평로 37(분평동) 분평지구대,충북 청주시 서원구 분평동 1254,1065,충북청,청주상당,분평,지구대,043-280-1703,충청북도 청주시 서원구  분평로 37 분평지구대
4311110700100890006,127.4907831,36.63664265,127.49078263186108,36.63664198551031,충북 청주시 상당구 상당로 94(문화동) 성안지구대,충북 청주시 상당구 문화동 89-6,1066,충북청,청주상당,성안,지구대,043-280-1711,충청북도 청주시 상당구  상당로 94 성안지구대
4311132021105360001,127.6549366,36.63449627,127.65493791760449,36.63449790584898,충북 청주시 상당구 미원면 미원시내2길 43,충북 청주시 상당구 미원면 미원리 536-1,1067,충북청,청주상당,미원,파출소,043-280-1708,충청북도 청주시 상당구 미원면 미원시내2길 43
4311134028105500001,127.5119345,36.57293363,127.51193397755428,36.57293450276019,충북 청주시 상당구 남일면 단재로 657,충북 청주시 상당구 남일면 고은리 550-1,1068,충북청,청주상당,남일,파출소,043-280-1706,충청북도 청주시 상당구 남일면 단재로 657
4311135022102110010,127.4975538,36.51358553,127.49755376001647,36.51358552439314,충북 청주시 상당구 문의면 문의시내로 1,충북 청주시 상당구 문의면 미천리 211-10,1069,충북청,청주상당,문의,파출소,043-280-1707,충청북도 청주시 상당구 문의면 문의시내로 1
4311134026100420000,127.5414065,36.56150698,127.54140623280057,36.56150686553083,충북 청주시 상당구 남일면 보청대로 4761,충북 청주시 상당구 남일면 두산리 42,1070,충북청,청주상당,가덕,파출소,043-280-1705,충청북도 청주시 상당구  남일면 보청대로 4761
4311410200102160013,127.4880203,36.65516738,127.48802030783855,36.655167381058824,충북 청주시 청원구 중앙로 202(내덕동) 내덕지구대,충북 청주시 청원구 내덕동 216-13,1071,충북청,청주청원,내덕,지구대,043-251-1701,충청북도 청주시 청원구  중앙로 202 내덕지구대
1121510100100470033,127.0814883,37.56025826,127.08148826236881,37.560258160202565,서울 광진구 능동로 346(중곡동),서울 광진구 중곡동 47-33,105,서울청,서울광진,중곡2,파출소,02-2285-7840,서울특별시 광진구  능동로 346
4311210200104940000,127.4608772,36.63194541,127.46087707944646,36.63194577377678,충북 청주시 서원구 1순환로 690(사창동) 사창지구대,충북 청주시 서원구 사창동 494,1072,충북청,청주청원,사창,지구대,043-251-1703,충청북도 청주시 서원구  1순환로 690 사창지구대
4311410600108860000,127.4857282,36.67230344,127.48572818823644,36.67230429245568,충북 청주시 청원구 율량로3번길 41(주중동) 율량지구대,충북 청주시 청원구 주중동 886,1073,충북청,청주청원,율량,지구대,043-251-1705,충청북도 청주시 청원구  율량로3번길 41 율량지구대
4311425345107530000,127.4250326,36.7147691,127.42503166330931,36.71477730617643,충북 청주시 청원구 오창공원로 311,충북 청주시 청원구 오창읍 양청리 753번지,1074,충북청,청주청원,서오창,지구대,043-251-1715,충청북도 청주시 청원구 오창읍 양청리 753
4311425332105740000,127.4493201,36.7324285,127.44932014524667,36.73242850224028,충북 청주시 청원구 오창읍 2산단로 113 오창지구대,충북 청주시 청원구 오창읍 주성리 574,1075,충북청,청주청원,오창,지구대,043-251-1707,충청북도 청주시 청원구 오창읍 2산단로 113 오창지구대
4311425041101490027,127.5404346,36.7246126,127.54043455369822,36.72461122769587,충북 청주시 청원구 내수읍 청암로 100-6 내수파출소,충북 청주시 청원구 내수읍 학평리 149-27,1076,충북청,청주청원,내수,파출소,043-251-1709,충청북도 청주시 청원구 내수읍 청암로 100-6 내수파출소
4313011800107080008,127.9302745,36.9895523,127.93027557223573,36.989551037465915,충북 충주시 연수서편2길 8(연수동),충북 충주시 연수동 708-8,1077,충북청,충주,연수,지구대,043-852-1113,충청북도 충주시  연수서편2길 8
4313010100101380000,127.9355937,36.9720536,127.93559313716024,36.97205245458793,충북 충주시 중앙로 109(성내동) 중앙지구대,충북 충주시 성내동 138,1078,충북청,충주,중앙,지구대,043-843-0021,충청북도 충주시  중앙로 109 중앙지구대
4313033521101530002,127.8195915,36.97488291,127.81959228298311,36.97488174611618,충북 충주시 대소원면 대소원로 134,충북 충주시 대소원면 대소리 153-2,1079,충북청,충주,서충주,지구대,043-846-0112,충청북도 충주시 대소원면 대소원로 134
4313012700120490000,127.9235252,36.97005577,127.9235252,36.970055463740465,충북 충주시 중원대로 3394(문화동) 호암지구대,충북 충주시 문화동 2049,1080,충북청,충주,호암,지구대,043-843-0024,충청북도 충주시  중원대로 3394 호암지구대
4313042021104720004,127.9143306,37.08621165,127.9143314,37.086209244934565,충북 충주시 엄정면 내창로 179,충북 충주시 엄정면 용산리 472-4,1081,충북청,충주,엄정,지구대,043-852-7112,충청북도 충주시 엄정면 내창로 179
4313037021104790026,127.7532646,37.10815204,127.75326456655175,37.10815203225516,충북 충주시 앙성면 가곡로 1029,충북 충주시 앙성면 용포리 479-26,1082,충북청,충주,앙성,파출소,043-855-7112,충청북도 충주시 앙성면 가곡로 1029
4313039030101330011,127.9270992,37.04329914,127.92709987981458,37.04329813674626,충북 충주시 금가면 강수로 351,충북 충주시 금가면 도촌리 133-11,1083,충북청,충주,금가,파출소,043-853-6112,충청북도 충주시 금가면 강수로 351
4313032521102950005,127.9900137,36.8478739,127.99002394339746,36.84783078829066,충북 충주시 수안보면 온천중앙길 6,충북 충주시 수안보면 온천리 295-5,1084,충북청,충주,수안보,파출소,043-846-0030,충청북도 충주시 수안보면 온천중앙길 6
4313038521101790008,127.8567843,37.02927282,127.85678380453284,37.02927267916371,충북 충주시 중앙탑면 중앙탑길 251,충북 충주시 중앙탑면 탑평리 179-8,1085,충북청,충주,중앙탑,파출소,043-855-3212,충청북도 충주시 중앙탑면 중앙탑길 251
4315011300106440001,128.2180994,37.15319101,128.2180991263319,37.15319045,충북 제천시 용두천로 318(청전동),충북 제천시 청전동 644-1,1086,충북청,제천,청전,지구대,043-641-8730,충청북도 제천시  용두천로 318
4315010700100880007,128.2117396,37.13900373,128.21173972575815,37.13900392,충북 제천시 독순로 77(중앙로2가),충북 제천시 중앙로2가 88-7,1087,충북청,제천,중앙,지구대,043-641-8720,충청북도 제천시  독순로 77
4315011000121730000,128.2022365,37.12397087,128.20223718652886,37.12397259042294,충북 제천시 청풍호로 79(영천동),충북 제천시 영천동 2173,1088,충북청,제천,강저,지구대,043-641-8710,충청북도 제천시  청풍호로 79
4315032041101330005,128.1676231,37.00052087,128.16762363316582,37.00052069974895,충북 제천시 청풍면 청풍호로 2119,충북 제천시 청풍면 물태리 133-5,1089,충북청,제천,청풍,파출소,043-641-8760,충청북도 제천시 청풍면 청풍호로 2119
4315034021103630001,128.1655977,36.9098052,128.1655981555218,36.90980412956256,충북 제천시 덕산면 약초로 85,충북 제천시 덕산면 도전리 363-1,1090,충북청,제천,덕산,파출소,043-641-8770,충청북도 제천시 덕산면 약초로 85
4315011100101940000,128.1982549,37.13387615,128.1982625831675,37.13386877686463,충북 제천시 용두대로 33(하소동),충북 제천시 하소동 194,1091,충북청,제천,용두,파출소,043-641-8740,충청북도 제천시  용두대로 33
1121510100100180144,127.087212,37.56536088,127.08721199571053,37.565361001719026,서울 광진구 용마산로24길 7(중곡동),서울 광진구 중곡동 18-144,107,서울청,서울광진,중곡4,파출소,02-2285-7860,서울특별시 광진구  용마산로24길 7
4315025022107990001,128.1310546,37.13115414,128.13103946130582,37.13110777757355,충북 제천시 봉양읍 북부로 1455,충북 제천시 봉양읍 장평리 799-1,1092,충북청,제천,봉양,파출소,043-641-8750,충청북도 제천시 봉양읍 북부로 1455
4377025021102030012,127.6916161,36.94008382,127.69161610242702,36.94008342576893,충북 음성군 음성읍 중앙로 181,충북 음성군 음성읍 읍내리 203-12,1093,충북청,음성,설성,지구대,043-872-1517,충청북도 음성군 음성읍 중앙로 181
4377025321100800009,127.5975022,36.99181003,127.59750208898899,36.99180902577068,충북 음성군 금왕읍 금석로 73,충북 음성군 금왕읍 무극리 80-9,1094,충북청,음성,금왕,지구대,043-878-2112,충청북도 음성군 금왕읍 금석로 73
4377034021101880015,127.4851557,36.96729039,127.48515575992963,36.96729038383022,충북 음성군 대소면 오산로 43,충북 음성군 대소면 오산리 188-15,1095,충북청,음성,대소,파출소,043-881-7112,충청북도 음성군 대소면 오산로 43
4377037031104360003,127.6364867,37.11898359,127.63648699519214,37.118982539657466,충북 음성군 감곡면 장감로 127,충북 음성군 감곡면 왕장리 436-3,1096,충북청,음성,감곡,파출소,043-881-2113,충청북도 음성군 감곡면 장감로 127
4377035021106000012,127.5040763,37.02118378,127.5040759250158,37.02118380883336,충북 음성군 삼성면 덕정로 111,충북 음성군 삼성면 덕정리 600-12,1097,충북청,음성,삼성,파출소,043-878-5112,충청북도 음성군 삼성면 덕정로 111
4377033021100960004,127.5650672,36.92682023,127.56506817521873,36.92681905,충북 음성군 맹동면 덕금로 408,충북 음성군 맹동면 쌍정리 96-4,1098,충북청,음성,맹동,파출소,043-878-9112,충청북도 음성군 맹동면 덕금로 408
4377033028115030000,127.5464775,36.90450099,127.5464780829141,36.90450176153852,충북 음성군 맹동면 장성로 115,충북 음성군 맹동면 두성리 1503,1099,충북청,음성,혁신,파출소,043-883-9112,충청북도 음성군 맹동면 장성로 115
4374025021106630001,127.7836251,36.17252508,127.78362453236022,36.172524996702634,충북 영동군 영동읍 계산로 63,충북 영동군 영동읍 계산리 663-1,1100,충북청,영동,중앙,지구대,043-745-3112,충청북도 영동군 영동읍 계산로 63
4374032023100420047,127.9095601,36.22498799,127.90956000918906,36.224987955133706,충북 영동군 황간면 영동황간로 1661,충북 영동군 황간면 마산리 42-47,1101,충북청,영동,황간,파출소,043-742-4112,충청북도 영동군 황간면 영동황간로 1661
1121510500105530632,127.0716471,37.53386728,127.07164702245589,37.53386717056373,서울 광진구 뚝섬로36길 9(자양동),서울 광진구 자양동 553-632,108,서울청,서울광진,자양,파출소,02-2285-7870,서울특별시 광진구 뚝섬로36길 9
4374035021103260003,127.9144735,36.1497496,127.91447929817326,36.14974299795017,충북 영동군 상촌면 민주지산로 3027,충북 영동군 상촌면 임산리 326-3,1102,충북청,영동,상촌,파출소,043-743-4112,충청북도 영동군 상촌면 민주지산로 3027
4374038021108960003,127.6837485,36.09914344,127.68374650388583,36.09914290960978,충북 영동군 학산면 서산로 72,충북 영동군 학산면 서산리 896-3,1103,충북청,영동,학산,파출소,043-743-6112,충청북도 영동군 학산면 서산로 72
4374036021106830003,127.7481457,36.14705547,127.74814578659294,36.14705542755223,충북 영동군 양강면 학산영동로 835,충북 영동군 양강면 괴목리 683-3,1104,충북청,영동,양강,파출소,043-742-1112,충청북도 영동군 양강면 학산영동로 835
4374031021101560001,127.8267927,36.26622419,127.82679275221122,36.26622556325698,충북 영동군 용산면 용산로 400,충북 영동군 용산면 구촌리 156-1,1105,충북청,영동,용산,파출소,043-742-9112,충청북도 영동군 용산면 용산로 400
4376025021107060007,127.792621,36.80532986,127.79262067251096,36.80532923061844,충북 괴산군 괴산읍 읍내로 246,충북 괴산군 괴산읍 동부리 706-7,1106,충북청,괴산,괴산,지구대,043-834-3112,충청북도 괴산군 괴산읍 읍내로 246
4374525022100630000,127.5838213,36.7857411,127.58382223585937,36.78574035691367,충북 증평군 증평읍 중앙로 232,충북 증평군 증평읍 교동리 63,1107,충북청,괴산,증평,지구대,043-836-2112,충청북도 증평군 증평읍 중앙로 232
4376034021102380005,127.8629816,36.78775813,127.86298205240838,36.787756358804714,충북 괴산군 칠성면 도정로 53,충북 괴산군 칠성면 도정리 238-5,1108,충북청,괴산,칠성,파출소,043-832-5112,충청북도 괴산군 칠성면 도정로 53
4376037021105200003,127.6390321,36.77186444,127.63903196340644,36.77186523707272,충북 괴산군 청안면 청안읍내로 22,충북 괴산군 청안면 읍내리 520-3,1109,충북청,괴산,청안,파출소,043-836-9112,충청북도 괴산군 청안면 청안읍내로 22
4376036021101230004,127.7354642,36.66032581,127.73546422415774,36.660325791005306,충북 괴산군 청천면 괴산로 1357,충북 괴산군 청천면 청천리 123-4,1110,충북청,괴산,청천,파출소,043-832-4112,충청북도 괴산군 청천면 괴산로 1357
4376041021102720007,127.8547393,36.87223905,127.8547392988486,36.872239591815315,충북 괴산군 불정면 목도로 24,충북 괴산군 불정면 목도리 272-7,1111,충북청,괴산,불정,파출소,043-833-7112,충청북도 괴산군 불정면 목도로 24
1121510500107990002,127.0769211,37.53663087,127.07692111850704,37.53663086916431,서울 광진구 자양번영로 80(자양동),서울 광진구 자양동 799-2,109,서울청,서울광진,자양1,파출소,02-2285-7880,서울특별시 광진구  자양번영로 80
4376033022105790003,127.9980151,36.76532049,127.99801602728637,36.765320213396876,충북 괴산군 연풍면 향교로 43,충북 괴산군 연풍면 행촌리 579-3,1112,충북청,괴산,연풍,파출소,043-833-5112,충청북도 괴산군 연풍면 향교로 43
4380025026101990000,128.3677842,36.9801708,128.36778311637892,36.98017091335626,충북 단양군 단양읍 삼봉로 259,충북 단양군 단양읍 도전리 199,1113,충북청,단양,중앙,지구대,043-641-9710,충청북도 단양군 단양읍 삼봉로 259
4380033021104110000,128.4834402,37.07946382,128.48344087817972,37.07946035616504,충북 단양군 영춘면 온달평강로 67,충북 단양군 영춘면 상리 411,1114,충북청,단양,영춘,파출소,043-641-9750,충청북도 단양군 영춘면 온달평강로 67
4380031021101530001,128.3527145,36.92224716,128.35271380622578,36.922247019428966,충북 단양군 대강면 대강로 68,충북 단양군 대강면 장림리 153-1,1115,충북청,단양,대강,파출소,043-641-9730,충청북도 단양군 대강면 대강로 68
4380032021104320005,128.384495,37.02658508,128.38449450490873,37.02658306,충북 단양군 가곡면 남한강로 530,충북 단양군 가곡면 사평리 432-5,1116,충북청,단양,가곡,파출소,043-641-9740,충청북도 단양군 가곡면 남한강로 530
4380025327112560000,128.300749,37.03261685,128.30074813341088,37.03261544802475,충북 단양군 매포읍 평동로 114,충북 단양군 매포읍 평동리 1256,1117,충북청,단양,매포,파출소,043-641-9720,충청북도 단양군 매포읍 평동로 114
4372025031101030002,127.724029,36.48866366,127.72402896335423,36.48866363540919,충북 보은군 보은읍 뱃들4길 11-6,충북 보은군 보은읍 이평리 103-2,1118,충북청,보은,읍내,지구대,043-542-1112,충청북도 보은군 보은읍 뱃들4길 11-6
4372031527102750001,127.8239208,36.53173545,127.8239207,36.53173544851488,충북 보은군 속리산면 법주사로 276,충북 보은군 속리산면 사내리 275-1,1119,충북청,보은,속리산,파출소,043-543-3112,충청북도 보은군 속리산면 법주사로 276
4372039024100350010,127.6644266,36.57876558,127.66442658465448,36.578765568298444,충북 보은군 내북면 남부로 6277,충북 보은군 내북면 창리 35-10,1120,충북청,보은,내북,파출소,043-542-0112,충청북도 보은군 내북면 남부로 6277
4372038521100020009,127.5968722,36.49542082,127.59687257406371,36.49542000886038,충북 보은군 회인면 회인로 88,충북 보은군 회인면 중앙리 2-9,1121,충북청,보은,회인,파출소,043-542-9112,충청북도 보은군 회인면 회인로 88
1121510500100550012,127.0636483,37.53518388,127.06364826114886,37.53518388372351,서울 광진구 뚝섬로22가길 43(자양동) 자양4파출소,서울 광진구 자양동 55-12,110,서울청,서울광진,자양4,파출소,02-2285-7890,서울특별시 광진구  뚝섬로22가길 43번지 자양4파출소
4372035021101430013,127.7314498,36.39851665,127.73145142563114,36.398515219430834,충북 보은군 삼승면 원남로 56-1,충북 보은군 삼승면 원남리 143-13,1122,충북청,보은,삼승,파출소,043-542-7112,충청북도 보은군 삼승면 원남로 56-1
4372033021106030096,127.8148793,36.43658158,127.81487757381268,36.43658119523272,충북 보은군 마로면 관기송현로 54,충북 보은군 마로면 관기리 603-96,1123,충북청,보은,마로,파출소,043-542-3112,충청북도 보은군 마로면 관기송현로 54
4373025022105060000,127.5780864,36.31231181,127.57808720303572,36.31231063824832,충북 옥천군 옥천읍 지용로 21 중앙지구대,충북 옥천군 옥천읍 문정리 506,1124,충북청,옥천,중앙,지구대,043-733-4112,충청북도 옥천군 옥천읍 지용로 21 중앙지구대
4373035021100750001,127.7918953,36.34586941,127.79189509683145,36.34586935524195,충북 옥천군 청산면 지전길 48,충북 옥천군 청산면 지전리 75-1,1125,충북청,옥천,청산,파출소,043-732-8112,충청북도 옥천군 청산면 지전길 48
4373034021101010003,127.760542,36.33115765,127.76054345771638,36.33115898811984,충북 옥천군 청성면 산계길 97,충북 옥천군 청성면 산계리 101-3,1126,충북청,옥천,청성,파출소,043-732-9112,충청북도 옥천군 청성면 산계길 97
4373036023100460004,127.6194914,36.24569459,127.61949144851692,36.2456946,충북 옥천군 이원면 신흥1길 18,충북 옥천군 이원면 강청리 46-4,1127,충북청,옥천,이원,파출소,043-732-2112,충청북도 옥천군 이원면 신흥1길 18
4373038021103460048,127.5341137,36.33075713,127.53411276322906,36.33075607978739,충북 옥천군 군북면 옥천로 1114,충북 옥천군 군북면 이백리 346-48,1128,충북청,옥천,군북,파출소,043-732-5112,충청북도 옥천군 군북면 옥천로 1114
4373033022103440002,127.6693663,36.39683984,127.66936642493599,36.39683904476472,충북 옥천군 안내면 안내보은로 114,충북 옥천군 안내면 정방리 344-2,1129,충북청,옥천,안내,파출소,043-730-9726,충청북도 옥천군 안내면 안내보은로 114
4373031021109160001,127.6172895,36.2840534,127.6172906973399,36.28405279100343,충북 옥천군 동이면 평산길 34,충북 옥천군 동이면 평산리 916-1,1130,충북청,옥천,동이,파출소,043-732-3112,충청북도 옥천군 동이면 평산길 34
4375025021102350004,127.4395666,36.85322156,127.43956669633945,36.85322216740295,충북 진천군 진천읍 남산3길 10,충북 진천군 진천읍 교성리 235-4,1131,충북청,진천,상산,지구대,043-532-3112,충청북도 진천군 진천읍 남산3길 10
1121510300106680002,127.0916555,37.54589353,127.09165551479953,37.54589352918073,서울 광진구 광나루로43길 26(구의동) 구의파출소,서울 광진구 구의동 668-2,111,서울청,서울광진,구의,파출소,02-2285-7800,서울특별시 광진구 광나루로 43길 26 구의파출소
4375025330105950001,127.5067115,36.91265068,127.50671133099473,36.91265015169364,충북 진천군 덕산읍 덕금로 803,충북 진천군 덕산읍 용몽리 595-1,1132,충북청,진천,덕산,지구대,043-536-4112,충청북도 진천군 덕산읍 덕금로 803
4375035025104250001,127.4290431,36.93210056,127.42904367908656,36.93210148470168,충북 진천군 이월면 진광로 803,충북 진천군 이월면 송림리 425-1,1133,충북청,진천,이월,파출소,043-537-8112,충청북도 진천군 이월면 진광로 803
4375037027104310003,127.4432657,36.98985415,127.44326609426716,36.98985422681207,충북 진천군 광혜원면 중리3길 18,충북 진천군 광혜원면 광혜원리 431-3,1134,충북청,진천,광혜원,파출소,043-535-3112,충청북도 진천군 광혜원면 중리3길 18
4375032024105920005,127.5234367,36.84557735,127.52343657603518,36.84557736771737,충북 진천군 초평면 초동로 9,충북 진천군 초평면 용정리 592-5,1135,충북청,진천,초평,파출소,043-532-6112,충청북도 진천군 초평면 초동로 9
4413310700119250000,127.1192096,36.80350829,127.11920955100341,36.80350828836224,충남 천안시 서북구 쌍용12길 3(쌍용동),충남 천안시 서북구 쌍용동 1925,1136,충남청,천안서북,쌍용,지구대,041-536-1139,충청남도 천안시 서북구 쌍용12길 3
4413310400107070000,127.1318903,36.83317608,127.13189025041896,36.83317607733336,충남 천안시 서북구 오성9길 40(두정동),충남 천안시 서북구 두정동 707,1137,충남청,천안서북,두정,지구대,041-536-1141,충청남도 천안시 서북구  오성9길 40
4413310100101060057,127.1448438,36.81025558,127.14484412524806,36.810255349220505,충남 천안시 서북구 천안천4길 48(와촌동),충남 천안시 서북구 와촌동 106-57,1138,충남청,천안서북,성정,지구대,041-536-1143,충청남도 천안시 서북구  천안천4길 48
4413310800115190000,127.1081066,36.81777938,127.10810664875243,36.81777937891886,충남 천안시 서북구 불당23로 66(불당동),충남 천안시 서북구 불당동 1519,1139,충남청,천안서북,불당,지구대,041-536-1145,충청남도 천안시 서북구 불당23로 66
